Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
P1Harmony,@P1H_members,2024-06-26T13:56:05.000Z,False,어드벤처 가보자고~#P1Harmony #JIUNG,264,2245,8177,85933,"['#P1Harmony', '#JIUNG']",[],"['\\U0001f44a', '\\U0001f929']",https://pbs.twimg.com/profile_images/1312957447712038914/ClAxIYYe_normal.jpg,https://x.com/P1H_members/status/1805963244713967676,1805963244713967676
NewJeans JAPAN OFFICIAL,@NewJeans_jp,2024-06-26T14:45:06.000Z,True,"[NewJeans Commentary]

今日、NewJeansを見に来てくれたすべてのBunnies！ 本当にありがとう！明日も頑張りましょう！
오늘 뉴진스 보러 시간 내주신 모든 버니즈! 너무 고마워요! 내일도 뿌시쟝!
To all the Bunnies who took the time to come see NewJeans today! Thank you so much! Let's do",367,6078,29608,501085,[],[],['\\U0001f440'],https://pbs.twimg.com/profile_images/1804001590837415942/xn5pYzof_normal.jpg,https://x.com/NewJeans_jp/status/1805975580002984089,1805975580002984089
브리이에,@BRILLER__613,2024-06-26T15:03:24.000Z,True,,0,2583,5331,63733,[],[],"['\\U0001f49b', '\\U0001f49b', '\\U0001f49b', '\\U0001f49b']",https://pbs.twimg.com/profile_images/1582536323558436866/5rJ5ukmA_normal.jpg,https://x.com/BRILLER__613/status/1805980183956222444,1805980183956222444
BELIFT LAB,@BELIFTLAB,2024-06-26T15:00:24.000Z,True,#ENHYPEN <ROMANCE : UNTOLD> Concept Photo (ARCANUM Ver.) - #선우 #SUNOO#엔하이픈 #ROMANCE_UNTOLD #EN_ARCANUM,1150,29623,60614,509956,"['#ENHYPEN', '#선우', '#SUNOO', '#엔하이픈', '#ROMANCE_UNTOLD', '#EN_ARCANUM']",[],[],https://pbs.twimg.com/profile_images/1307133454153383940/5S5GBj2F_normal.jpg,https://x.com/BELIFTLAB/status/1805979431204499858,1805979431204499858
iKON GLOBAL iKONIC,@iKONIC_143,2024-06-26T15:00:15.000Z,True,"구준회 1ST SOLO [멍] TRACK LIST

2024. 07. 03 6PM(KST)#JU_NE #구준회#JU_NE_1ST_SOLO#멍 #BRUISE#나홀로 #빌어",170,2983,3157,100258,"['#JU_NE', '#구준회', '#JU_NE_1ST_SOLO', '#멍', '#BRUISE', '#나홀로', '#빌어']",[],[],https://pbs.twimg.com/profile_images/869367863190016000/ikwVdc-L_normal.jpg,https://x.com/iKONIC_143/status/1805979392709144965,1805979392709144965
BTS_official,@bts_bighit,2024-06-26T15:00:01.000Z,True,"'Smeraldo Garden Marching Band (feat. )'

2024. 06. 28. 1PM (KST) | 0AM (ET)#지민 #Jimin #로꼬 #Loco #Jimin_MUSE#SmeraldoGardenMarchingBand #SGMB",7307,77863,124632,1414413,"['#지민', '#Jimin', '#로꼬', '#Loco', '#Jimin_MUSE', '#SmeraldoGardenMarchingBand', '#SGMB']",['@satgotloco'],[],https://pbs.twimg.com/profile_images/1802718191329947648/D_Ut_dvt_normal.jpg,https://x.com/bts_bighit/status/1805979334806851795,1805979334806851795
Stray Kids,@Stray_Kids,2024-06-26T14:00:09.000Z,True,"Stray Kids(스트레이 키즈) ""ATE""
VISUAL FILM_I.N Ver.http://youtube.com/shorts/aqnoCMnyP48…#아이엔 #I_N2024.07.19 FRI 1PM (KST) | 0AM (ET)PRE-SAVE & PRE-ORDER ""ATE"" NOW!http://Stray-Kids.lnk.to/ATE",365,21981,53576,488982,"['#아이엔', '#I_N', '', '', '', '', '', '']",[],['\\U0001f960'],https://pbs.twimg.com/profile_images/1803080286017875968/MqGGBbnY_normal.jpg,https://x.com/Stray_Kids/status/1805964270083190881,1805964270083190881
BELIFT LAB,@BELIFTLAB,2024-06-26T15:00:21.000Z,True,#ENHYPEN <ROMANCE : UNTOLD> Concept Photo (ARCANUM Ver.) - #정원 #JUNGWON#엔하이픈 #ROMANCE_UNTOLD #EN_ARCANUM,1570,37172,71057,757814,"['#ENHYPEN', '#정원', '#JUNGWON', '#엔하이픈', '#ROMANCE_UNTOLD', '#EN_ARCANUM']",[],[],https://pbs.twimg.com/profile_images/1307133454153383940/5S5GBj2F_normal.jpg,https://x.com/BELIFTLAB/status/1805979418244116584,1805979418244116584
Stray Kids,@Stray_Kids,2024-06-26T14:00:16.000Z,True,"Stray Kids(스트레이 키즈) ""ATE""
TEASER IMAGES

2024.07.19 FRI 1PM (KST) | 0AM (ET) PRE-SAVE & PRE-ORDER ""ATE"" NOW!http://Stray-Kids.lnk.to/ATE#StrayKids #스트레이키즈#ATE",661,34826,83696,835694,"['#StrayKids', '#스트레이키즈', '#ATE', '', '', '']",[],['\\U0001f960'],https://pbs.twimg.com/profile_images/1803080286017875968/MqGGBbnY_normal.jpg,https://x.com/Stray_Kids/status/1805964299535323507,1805964299535323507
BELIFT LAB,@BELIFTLAB,2024-06-26T15:00:10.000Z,True,#ENHYPEN <ROMANCE : UNTOLD> Concept Photo (ARCANUM Ver.) - #성훈 #SUNGHOON#엔하이픈 #ROMANCE_UNTOLD #EN_ARCANUM,2362,37731,75034,775166,"['#ENHYPEN', '#성훈', '#SUNGHOON', '#엔하이픈', '#ROMANCE_UNTOLD', '#EN_ARCANUM']",[],[],https://pbs.twimg.com/profile_images/1307133454153383940/5S5GBj2F_normal.jpg,https://x.com/BELIFTLAB/status/1805979371574006263,1805979371574006263
Stray Kids,@Stray_Kids,2024-06-26T14:00:13.000Z,True,"Stray Kids(스트레이 키즈) ""ATE""
TEASER IMAGES#아이엔 #I_N2024.07.19 FRI 1PM (KST) | 0AM (ET)PRE-SAVE & PRE-ORDER ""ATE"" NOW!http://Stray-Kids.lnk.to/ATE",507,30010,75501,795714,"['#아이엔', '#I_N', '', '', '', '', '', '']",[],['\\U0001f960'],https://pbs.twimg.com/profile_images/1803080286017875968/MqGGBbnY_normal.jpg,https://x.com/Stray_Kids/status/1805964285044285581,1805964285044285581
BELIFT LAB,@BELIFTLAB,2024-06-26T15:00:27.000Z,True,#ENHYPEN <ROMANCE : UNTOLD> Concept Photo (ARCANUM Ver.) #엔하이픈 #ROMANCE_UNTOLD #EN_ARCANUM,464,32040,63802,499007,"['#ENHYPEN', '#엔하이픈', '#ROMANCE_UNTOLD', '#EN_ARCANUM']",[],[],https://pbs.twimg.com/profile_images/1307133454153383940/5S5GBj2F_normal.jpg,https://x.com/BELIFTLAB/status/1805979442474570203,1805979442474570203
Stray Kids,@Stray_Kids,2024-06-26T14:00:06.000Z,True,"Stray Kids(스트레이 키즈) ""ATE""
TEASER IMAGES#승민 #Seungmin2024.07.19 FRI 1PM (KST) | 0AM (ET)PRE-SAVE & PRE-ORDER ""ATE"" NOW!http://Stray-Kids.lnk.to/ATE",862,33994,74831,814058,"['#승민', '#Seungmin', '', '', '', '', '', '']",[],['\\U0001f960'],https://pbs.twimg.com/profile_images/1803080286017875968/MqGGBbnY_normal.jpg,https://x.com/Stray_Kids/status/1805964256220954628,1805964256220954628
Stray Kids,@Stray_Kids,2024-06-26T14:00:03.000Z,True,"Stray Kids(스트레이 키즈) ""ATE""
VISUAL FILM_Seungmin Ver.http://youtube.com/shorts/fxjW9tJOzFk…#승민 #Seungmin2024.07.19 FRI 1PM (KST) | 0AM (ET)PRE-SAVE & PRE-ORDER ""ATE"" NOW!http://Stray-Kids.lnk.to/ATE",582,24526,55064,526162,"['#승민', '#Seungmin', '', '', '', '', '', '']",[],['\\U0001f960'],https://pbs.twimg.com/profile_images/1803080286017875968/MqGGBbnY_normal.jpg,https://x.com/Stray_Kids/status/1805964244841893934,1805964244841893934
Twisty Amanozako NIJISANJI EN,@TwistyAmanozako,2024-06-26T06:27:54.000Z,False,i want to keep both ,10,326,2842,62567,[],[],"['\\U0001f97a', '\\U0001f97a', '\\U0001f97a']",https://pbs.twimg.com/profile_images/1792706400814354432/mpDmElvS_normal.png,https://x.com/TwistyAmanozako/status/1805850455836443101,1805850455836443101
Ryoma Barrenwort NIJISANJI EN,@RyomaBarrenwort,2024-06-26T18:54:15.000Z,True,I can literally hear this image haha,0,1,15,50,[],[],[],https://pbs.twimg.com/profile_images/1803243773868253187/gQaSmVk0_normal.jpg,https://x.com/RyomaBarrenwort/status/1806038283283284321,1806038283283284321
New York Post,@nypost,2024-06-26T18:52:20.000Z,True,Minnesota home collapses into river in dramatic scene https://trib.al/LCqgrgJ,3,4,13,2862,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806037801084850501,1806037801084850501
The Economist,@TheEconomist,2024-06-26T18:53:19.000Z,True,Polls show that Britain’s Conservative Party is in dire straits. Our tracker breaks down the polls to show how Britons might vote in the election: https://econ.st/3xGT2ty ,4,1,5,5338,[],[],['\\U0001f447'],https://pbs.twimg.com/profile_images/879361767914262528/HdRauDM-_normal.jpg,https://x.com/TheEconomist/status/1806038044782264388,1806038044782264388
Maria Marionette NIJISANJI EN,@MariaMari0nette,2024-06-26T13:00:16.000Z,True,"IT'S VALORANT TIME!!!!
The new bundle is not out yet (not sure if this is a good thing or not rn cuz I kinda want the bundle)

~LIVE NOW~https://youtube.com/live/4lJcflgbMig?si=PvNXrEiYObP-Ezd6…",1,40,294,7667,[],[],"['\\u2764\\ufe0f\\u200d\\U0001fa79', '\\u2764\\ufe0f\\u200d\\U0001fa79']",https://pbs.twimg.com/profile_images/1777257199724888064/RMWXkkgu_normal.jpg,https://x.com/MariaMari0nette/status/1805949197847564606,1805949197847564606
Enna Alouette NIJISANJI EN,@EnnaAlouette,2024-06-26T14:31:55.000Z,False,"【ELDEN RING (PART 5)】
Tonight shall we explore Caelid?  
And finish Ranni's long quest...

Waiting Room: 8PM EDT / 5PM PDT / 9AM JST
(Thumbnail Art: @.Heyywingishere ♡)https://youtube.com/live/AxHyGu8JRns?feature=shared…",7,54,439,10340,[],[],"['\\U0001f631', '\\u231b\\ufe0f']",https://pbs.twimg.com/profile_images/1799109185465987072/CeZUMCb1_normal.jpg,https://x.com/EnnaAlouette/status/1805972265051255085,1805972265051255085
Doppio Dropscythe NIJISANJI EN,@D_Dropscythe,2024-06-26T15:54:53.000Z,True,"SOMEONE SAID THAT THE NEW INTERNET SEXYMAN IS THIS GUY WHO DELIVERS MILK IN THE 1950'S...
But don't forget! Our job is: KILL KILLERS AND SURVIVE- - - -[That's not my Neighbor] #DropsTonight 
@ 8PM EST / 9AM JST- - - -art by @/Eat_Yellow_4https://youtube.com/live/bhIiH5p_JQ0?feature=share…",12,105,652,10117,['#DropsTonight'],[],"['\\U0001f95b', '\\U0001f95b', '\\U0001f95b', '\\U0001f95b']",https://pbs.twimg.com/profile_images/1775349060066516993/6avOsZLg_normal.jpg,https://x.com/D_Dropscythe/status/1805993143860429053,1805993143860429053
ハリ Ryu Hari 【にじさんじ】,@HariRyu2434,2024-06-25T15:05:30.000Z,False,"#Hari_Day2024  
06/26 
今日お誕生日だ！！！！ 
2１時か２２時から誕生日記念歌枠＆タグ読み配信しようと思ってる！

 #Hari_Day2024 　 こちらのタグ、配信で読みます",193,749,4161,82145,"['#Hari_Day2024', '#Hari_Day2024']",[],[],https://pbs.twimg.com/profile_images/1797923983859564544/TUDHuV6R_normal.jpg,https://x.com/HariRyu2434/status/1805618325525086689,1805618325525086689
New York Post,@nypost,2024-06-26T18:54:36.000Z,True,"Century-old, ‘ultra-rare’ $500 bill to be auctioned off https://trib.al/7hPYTP7",2,1,4,1052,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806038368330911826,1806038368330911826
Michael Beschloss,@BeschlossDC,2024-06-26T17:48:41.000Z,True,"This time, is there any chance we Americans will be granted the extreme honor of being told how exactly this latest Supreme Court leak occurred?",116,399,2086,46894,[],[],[],https://pbs.twimg.com/profile_images/1681682029451042818/qaaMufj-_normal.jpg,https://x.com/BeschlossDC/status/1806021781989576921,1806021781989576921
Henry Winter,@henrywinter,2024-06-26T18:57:18.000Z,True,"No #ENG training to cover today, just warmdown for players indoors. So opportunity to explore Erfurt. Fascinating place and less touristy than more famous Weimar. #ENG #EURo2024",3,0,12,3869,"['#ENG', '#ENG', '#EURo2024']",[],[],https://pbs.twimg.com/profile_images/670584161091108865/A3I08xIA_normal.jpg,https://x.com/henrywinter/status/1806039048026194037,1806039048026194037
加拿大国际广播,@RCIZhongwen,2024-06-26T18:59:05.000Z,False,"长命百岁，是福是祸？ https://ici.radio-canada.ca/rci/zh-hans/%E6%96%B0%E9%97%BB/2083590/%E9%95%BF%E5%91%BD%E7%99%BE%E5%B2%81-%E6%98%AF%E7%A6%8F-%E6%98%AF%E7%A5%B8… 
加拿大统计局的数据显示，2000至2023年间，全国百岁长者人口增加了两倍多，从3393人增至11705人，是加拿大增长最快的年龄组别。

罗登（Vi Roden）每年平均阅读50本书，闲时会参加长者中心的历史讲座，每周做两次瑜伽。
她已经101岁。",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1432509189503528967/l0ERMxVX_normal.jpg,https://x.com/RCIZhongwen/status/1806039495822971283,1806039495822971283
Fox News,@FoxNews,2024-06-26T18:58:28.000Z,True,Red states notify Biden admin of lawsuit over 'nonsensical' EV rule,9,3,19,1591,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1806039343540117867,1806039343540117867
The Hill,@thehill,2024-06-26T18:56:05.000Z,True,"Former Atlanta Mayor Keisha Lance Bottoms is set to join President Biden’s reelection campaign as a senior adviser, the campaign confirmed. Her move to the campaign is just a day before the first presidential debate, which is set to take place in Atlanta.",5,3,10,2167,[],[],[],https://pbs.twimg.com/profile_images/1649413483685871621/V_wwjDu2_normal.png,https://x.com/thehill/status/1806038741506457856,1806038741506457856
AJE Sport,@AJE_Sport,2024-06-26T18:57:52.000Z,True," Portugal play Georgia  in the third and final #EURO2024 Group F match for both sides. The game kicks off at 9pm local time (19:00 GMT) at Arena AufSchalke, Germany. LIVE #GEOPOR coverage: http://aje.io/z3x8yd",0,4,10,1227,"['#EURO2024', '#GEOPOR']",[],"['\\U0001f1f5\\U0001f1f9', '\\U0001f1ec\\U0001f1ea', '\\u26bd']",https://pbs.twimg.com/profile_images/1567825198061084673/wwU4Erkv_normal.jpg,https://x.com/AJE_Sport/status/1806039189856952737,1806039189856952737
New York Post,@nypost,2024-06-26T18:59:20.000Z,True,Paris Hilton heads to DC to testify before House about abuses in foster care system https://trib.al/d9Ldqgz,2,0,3,600,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806039560947749126,1806039560947749126
Daily Mail Online,@MailOnline,2024-06-26T18:57:30.000Z,True,"Bill Gates' 21-year-old daughter Phoebe CONFIRMS she is dating Paul McCartney's grandson Arthur Donald, 25 - as the couple goes public while celebrating her Stanford graduation alongside her billionaire parents https://trib.al/mNOW68y",0,0,2,612,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806039097829405014,1806039097829405014
New York Post,@nypost,2024-06-26T18:54:35.000Z,True,Home prices are rising fast in these 10 cities — with some surprises leading the pack https://trib.al/N5CrmWI,1,0,5,3228,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806038365969522772,1806038365969522772
Daily Mail Online,@MailOnline,2024-06-26T18:57:30.000Z,True,Mysterious twist in case of missing yogi who vanished from Bahamas resort beloved by Gwyneth Paltrow https://trib.al/5WBNue6,2,0,0,722,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806039099330961914,1806039099330961914
New York Post,@nypost,2024-06-26T18:59:19.000Z,True,NYPD Chief Jeffrey Maddrey makes last-ditch bid to toss his abuse of authority case https://trib.al/GwTPkax,0,1,2,272,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806039558099784177,1806039558099784177
Daily Mail Online,@MailOnline,2024-06-26T18:54:03.000Z,True,"Sir Ian McKellen, 85, dances with Anthony Hopkins, 86, in matching checkered jackets in adorable video - a week after shocking stage fall accident during his West End show https://trib.al/Ze4KfEy",0,0,7,1682,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806038231428796553,1806038231428796553
New York Post,@nypost,2024-06-26T18:59:18.000Z,True,"Amazon hits $2T in market value for the first time as AI fervor, rate cut bets drive gains https://trib.al/WXJq29l",1,0,0,184,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806039552848519252,1806039552848519252
Laurence Tribe,@tribelaw,2024-06-26T17:04:13.000Z,True,"""I accuse the prime minister of Israel of a deliberate attempt to destroy the political-security-military alliance between Israel and the United States … His displays of braggadocio and arrogance on television, in which he berates the president of the United States and his",121,1251,2533,64147,[],[],[],https://pbs.twimg.com/profile_images/661228828941946880/5kuuC-pL_normal.jpg,https://x.com/tribelaw/status/1806010591271665922,1806010591271665922
Mel Buer,@mel_buer,2024-06-26T04:42:58.000Z,True,This is the most metal shit I've ever seen,75,17124,116090,2669392,[],[],[],https://pbs.twimg.com/profile_images/1805767730681073664/KZR1SMrI_normal.jpg,https://x.com/mel_buer/status/1805824048347365598,1805824048347365598
The Post and Courier,@postandcourier,2024-06-26T17:42:36.000Z,True,Lana Del Rey spotted in Greenville at downtown restaurant,0,0,5,1071,[],[],[],https://pbs.twimg.com/profile_images/1610747482241175560/DQmPoJWE_normal.jpg,https://x.com/postandcourier/status/1806020252104319129,1806020252104319129
Harmeet Singh,@HarmeetSinghPk,2024-06-26T14:23:08.000Z,True,"رات کے ماتھے پر لکھا ہے، رات ڈھلے گی!

ہمارے لئے کھڑے رہنے کا شکریہ عمران ریاض، احمد فرہاد! ",90,2366,9942,45651,[],"['@AhmadFarhadReal', '@ImranRiazKhan']",[],https://pbs.twimg.com/profile_images/1744298092017373184/s4PHubll_normal.jpg,https://x.com/HarmeetSinghPk/status/1805970051989655940,1805970051989655940
